id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_followup_with	log_prob_followup_without	log_prob_full_with	log_prob_full_without	include_context
5252	not	It's going to strike 12 o'clock. Let's get the firecrackers ready, Rose.__eou__Aren't firecrackers forbidden in the city?	Well yes, but they are not allowed only in downtown areas. It's OK here. It would be difficult to ban customs that have thousands of years of tradition. The habit does bring kids joy and excitement so long as precautions are taken. Let's go out and set off firecrackers out there.	Well yes, but they are allowed only in downtown areas. It's OK here. It would be difficult to ban customs that have thousands of years of tradition. The habit does bring kids joy and excitement so long as precautions are taken. Let's go out and set off firecrackers out there.	Fantastic! The whole city is echoing with crackling sounds!	-272.7358994483948	-287.0539593696594	-52.44710731506348	-51.18179273605347	-511.38486540317535	-524.4916871786118	True
5258	not	I have an idea for Christmas this year.__eou__What is it?	Let's not exchange any gifts at all.	Let's exchange any gifts at all.	You big scrooge!	-83.8211898803711	-83.828125	-28.710506200790405	-27.518161296844482	-219.29341840744019	-218.10800862312317	True
5262	not	What a lovely day. The sun is shinning and the sky is so blue. It's a perfect day to go to the beach and get a beautiful tan.	Great idea. Unlike you, I just want to enjoy watching the sea and playing with the sand. I do not want to get a tan because I look good in pale skin.	Great idea. Unlike you, I just want to enjoy watching the sea and playing with the sand. I do want to get a tan because I look good in pale skin.	Come on. Getting a tan symbolizes health and wealth in western countries.	-162.75947093963623	-180.78415966033936	-75.6113451719284	-72.03940689563751	-352.0805376768112	-366.5283223390579	True
5293	not	Hey. Steven. You have a large chunk of money, but why do you still live in the old flat, instead of buying a new villa?__eou__I like to live here and enjoy my neighbors' company. And I don't think I should waste money just because I have much of it.__eou__But I found you always hate to part with your money. Look at the car you drive; it's such a junker!	Oh, the car is old but still in good condition. I just think we should be thrifty, whether you are rich or not.	Oh, the car is old but still in good condition. I just think we should be thrifty, whether you are rich or.	But ... But ...	-120.52611863613129	-135.01066529750824	-31.46191442012787	-30.98535192012787	-569.9859961271286	-584.0798239707947	True
5314	not	David, do you think we are lucky to have the weekend?__eou__Definitely. I need to have enough time to have a rest on this weekend. We worked like bees in the whole working days.__eou__I agree with you. What do you want to do, except sleeping?	Let me think. Oh, awful! I still have not finished the chart which was assigned by Mr. Wharton on Friday. So that task will make my busy.	Let me think. Oh, awful! I still have finished the chart which was assigned by Mr. Wharton on Friday. So that task will make my busy.	I am better. I will go out to have a visit to my aunt. Why don't we have fun on weekend?	-184.4476033449173	-188.54120075702667	-96.27676570415497	-94.14444148540497	-625.005543589592	-626.9682358503342	True
5338	not	Why is the long face?__eou__I'm getting sick of work man. I can't take the political bull in the company any more.__eou__Did you just get your review or something?	Yeah, but that's not why I am upset. I just found out another guy got a promotion. He doesn't know how to do anything. He sits there and kisses the managers butt all day long.	Yeah, but that's why I am upset. I just found out another guy got a promotion. He doesn't know how to do anything. He sits there and kisses the managers butt all day long.	That sucks.	-185.8680318593979	-184.6869591474533	-25.211915016174316	-25.478516578674316	-463.646591424942	-462.735982298851	True
5350	not	Look, that bamboo groves are flourishing. Let's go and play there.__eou__Wait! Look at that board, what's on it?	' Please don't enter the bamboo groves.' We're not allowed to go in.	' Please don't enter the bamboo groves.' We're allowed to go in.	Then we'd better not go.	-111.26752471923828	-118.88347434997559	-22.331748843193054	-23.64301097393036	-335.26556622982025	-344.18578374385834	True
5354	not	Hi, Jack, how have you been?	Not very well.	Very well.	Why? Looks like you're feeling very down! What happened?	-72.67529296875	-77.316650390625	-75.12660956382751	-78.20691502094269	-224.8246853351593	-232.58071100711823	True
5355	not	You don't look too well. What's going on?__eou__I just lost my job. I'm just worried about how I'm going to pay the bills.__eou__I'm sorry to hear that. Have you been looking for another job?	I just started, but the job market is very bad right now. I'm not optimistic about it.	I just started, but the job market is very bad right now. I'm optimistic about it.	That's tough. What does your wife think about this?	-101.46216034889221	-114.07089447975159	-37.2083135843277	-41.32617235183716	-345.19656252861023	-361.9071718454361	True
5366	not	What do you think of the Olympic motto' Higher, faster and stronger'?__eou__Well, it's better than' Friendship first, competition second'.	Why? In my opinion, it doesn't matter whether you won or not. The most important thing is participation.	Why? In my opinion, it doesn't matter whether you won or. The most important thing is participation.	I still think nobody plays for nothing.	-111.86334037780762	-126.23624992370605	-52.67651677131653	-52.3430198431015	-364.5992202758789	-378.63354408741	True
5374	not	I've really enjoyed your party, Lisa.	Not at all, Sam.	At all, Sam.	I wish I could stay longer, but I must be going.	-91.45803833007812	-97.709228515625	-35.88540852069855	-36.139039397239685	-217.82532274723053	-224.3150681257248	True
5379	not	I heard that Kevin got divorced. Is that true?	Not so bad, but Kevin does have problems with his wife.	So bad, but Kevin does have problems with his wife.	What?	-111.8574447631836	-118.74226379394531	-16.984375715255737	-15.481452226638794	-210.99300408363342	-216.38772463798523	True
5401	not	Hey Mark. What are you doing?__eou__Just watching some TV.__eou__Anything interesting on?	Not really. Just watching the sports highlight on ESPN.	Really. Just watching the sports highlight on ESPN.	So I take it you're pretty bored too.	-79.6377763748169	-91.05510139465332	-56.339847564697266	-54.85071265697479	-301.91881597042084	-311.95297837257385	True
5410	not	Steve. Is that you?__eou__Yeah. What's going on?	Not much. What a surprise to see you here.	Much. What a surprise to see you here.	Yeah. It's been a couple of months since I saw you.	-82.8963623046875	-82.802001953125	-44.85487902164459	-42.228193521499634	-256.93837785720825	-254.2445536851883	True
5412	not	I really should be on my way.	Oh, not yet. At least have one for the road.	Oh, yet. At least have one for the road.	No, thanks all the same.	-107.75981068611145	-113.22078943252563	-28.393842220306396	-30.679729104042053	-207.6889282464981	-215.39080023765564	True
5418	not	Who's that striking woman over there?__eou__Hm? Oh, that's Alice. She's totally mad. Don't get yourself in a room alone with her.	Really? Why not? She looks great.	Really? Why? She looks great.	Yes, I know, but she's dangerous.	-74.06012153625488	-73.1125717163086	-32.982970237731934	-31.61928701400757	-326.296307682991	-323.9881874322891	True
5425	not	How are your wedding plans going?__eou__Very well. We’Ve got everything taken care of already.__eou__Are you going to get married in the church?	Neither of us is very religious, so we decided not to get married there.	Neither of us is very religious, so we decided to get married there.	Have you booked the hotel for the reception?	-77.10179710388184	-81.30950164794922	-34.28413212299347	-25.542511820793152	-339.42531514167786	-334.8879728317261	True
5440	not	Speaking of classical music, we should never forget about the New Year's Concert of the Vienna Philharmonic.	Of course not. People all over the world watch it on TV, or listen to it on the radio.	Of course. People all over the world watch it on TV, or listen to it on the radio.	Sure. It's one of the biggest classical music events. Have you ever been to the live show?	-105.00098848342896	-104.06993794441223	-89.11433744430542	-85.96152687072754	-295.25412225723267	-291.18023335933685	True
5445	not	What do you like to do in your spare time?__eou__I like playing chess.__eou__Do you have any hobbies besides playing chess?	I'm afraid not.	I'm afraid.	Do you have any hobbies like playing tennis or things like that?	-48.05621337890625	-60.05743408203125	-61.810144662857056	-59.41865539550781	-287.68655598163605	-297.31063067913055	True
5495	not	What do you think of this suit? Do I look good or what?__eou__You look great! However, I think you are a little over dressed for dinner.__eou__Didn't they say we're going to the Ritz?	"Yes, but not the Ritz Carlton, the "" Ritz "" is a pizza place with peanut shells on the floor."	"Yes, but the Ritz Carlton, the "" Ritz "" is a pizza place with peanut shells on the floor."	In that case, let me make a quick change into my street clothes.	-128.8812963962555	-134.82659029960632	-34.30087697505951	-34.421700835227966	-422.32956290245056	-428.41240203380585	True
5500	not	You are married to a foreigner, aren't you? So what's it like?	Well, in the first year of our marriage, we had great difficulties in getting along. The things that are important to me are not important to him. We had a lot of conflicts.	Well, in the first year of our marriage, we had great difficulties in getting along. The things that are important to me are important to him. We had a lot of conflicts.	Yeah, I know what you mean. The first year of any marriage is difficult for all couples, not to mention two people from different cultures.	-153.59284687042236	-159.59492206573486	-89.47561430931091	-84.49609577655792	-342.6248344182968	-343.6511199474335	True
