id	word	context	w_word	wo_word	followup	with-without_diff
2695	not	Wow! Your fruit looks really fresh! How much are these apples?__eou__The apples are 30NT each. How many would you like?__eou__Let's see, 30NT is about ... almost a dollar US. What?! How about these pineapples?	They're 250NT each, but they're not edible. They're only used for worship.	They're 250NT each, but they're edible. They're only used for worship.	Hmm, 250NT is ... 8 dollars?!! And you can't even eat them? You're crazy!	0.054971632660776315
2698	not	Yeah, but you guys don't stay with the same classmates all day, right?	Right. The people in your math class might not be the people you have science with.	Right. The people in your math class might be the people you have science with.	So, you sent out invitations to your whole graduating class?	0.1106193420971997
2701	not	I'm glad you're on your ten-year reunion planning committee.__eou__Yeah, you get the TV to yourself while I spend my nights surfing the Net for missing classmates.	That's not why. This way I can see how you guys do this sort of thing.	That's why. This way I can see how you guys do this sort of thing.	I guess. Don't you have reunions in Taiwan?	0.10625460585461388
2702	not	So people can go and root for their old school team?__eou__Yep. And relive those good old high school days.__eou__You don't sound too excited about going to your reunion.	I'm not. I get a stomachache just thinking about it.	I'm. I get a stomachache just thinking about it.	Are you nervous about meeting up with your ex, Femi?	0.13855301622709648
2707	not	Good morning.__eou__Morning. What would you like for breakfast?	I'm not quite hungry now. Let me think for a while.	I'm quite hungry now. Let me think for a while.	Come on. We are going to be late.	0.06380777984722719
2714	not	Will you bring our bill, please?__eou__Yes, certainly. I'll be back in a minute.Here you are.__eou__Thanks. Let me see. I think there's a mistake on the bill here. Would you mind checking, please?	Of course not. Let me check. Oh, you seem to be correct.	Of course. Let me check. Oh, you seem to be correct.	How about taxes service charge?	2.406542099064879e-05
2740	not	That is the most boring, typical gift in the world!__eou__I know. But this year I want to get him an interesting tie. Like this one.	That's not exactly a conversation piece. It's so plain.	That's exactly a conversation piece. It's so plain.	It's perfect! It's a Dilbert tie!	0.28153342471516085
2741	not	I'm a little nervous.__eou__Don't worry. You'll be fine. First of all, put on your seat belt. Adjust the mirrors.__eou__You don't think I'll need the seat belt, do you?	Of course not. But it's a good habit to put it on every time you drive.	Of course. But it's a good habit to put it on every time you drive.	Just in case, right?	0.0857352752359184
2763	not	Hi, are you being helped?	No, I'm not. I am interested in some scarves.	No, I'm. I am interested in some scarves.	All our scarves are in this section. What do you think of this one here? It's made of silk.	0.17143960554796944
2769	not	Mmm. Nice and crunchy. And they leave a space uncovered for you to hold ...__eou__They're so much fun to eat. You can suck all the coating off first ...__eou__Or just stuff the whole thing in your mouth at once!	But that way you're not savoring it.	But that way you're savoring it.	Whatever. Give me another pack.	0.10737335327960551
2792	not	This needs dry-cleaning.Can you remove this stain without harming the fabric?	Let me see. We’ll try, but I’m not sure that we can remove it.	Let me see. We’ll try, but I’m sure that we can remove it.	Ok, then. We’ll I’d also like to have this pressed.	0.14016571409715306
2807	not	What kind of car is best for me?__eou__For you, I would recommend this one here.__eou__The compact? Why do you think that one is better than the others?	This automobile is just right for your needs because not only is it compact for ease in city driving, but also, it has many safety features. I know that as a parent, you are concerned about safety in driving your kids to and from school.	This automobile is just right for your needs because only is it compact for ease in city driving, but also, it has many safety features. I know that as a parent, you are concerned about safety in driving your kids to and from school.	That's true. What kind of safety features are we talking about?	0.10781897430262388
2816	not	Ok, honey, time to take down the Christmas tree.__eou__Do we have to?__eou__Come on, it’s losing needles all the time and the branches are sagging.	It’s not that bad, besides it really looks nice in that corner. It gives the room a good atmosphere.	It’s that bad, besides it really looks nice in that corner. It gives the room a good atmosphere.	A good atmosphere? The tree is falling apart, and it’s messing up the room.	0.17869333500023798
2819	not	I don’t want you to be worried, but our son has some bad habits now. He says painful words everyday.__eou__What words? Can you tell me?__eou__He says kick mommy, beat mommy, don’t want mommy very quickly if I do something that he doesn’t like. You know, if I wash his face or change his clothes, things like that.	Honey, I don’t know what to tell you. Of course Tony is a young child. But do not underestimate his ability to learn and reason.	Honey, I don’t know what to tell you. Of course Tony is a young child. But do underestimate his ability to learn and reason.	Yes, but sometimes he is just not reasonable.	0.0752125157395156
2843	not	Why are you reading the classifieds? What do you need?__eou__I’m looking for a bookcase, but I don’t want to buy a new one.__eou__Are you having any luck?	Not really. There aren’t any used bookcases listed. But there are a few rummage sales on Saturday. I think I’ll go to them.	Really. There aren’t any used bookcases listed. But there are a few rummage sales on Saturday. I think I’ll go to them.	Do you mind if I go with you?	0.13851591589173484
2847	not	Hey Joe, what are you doing in this department store?__eou__Hi, Rita, I’m just looking for a pair of shoes. I won’t be here for long.	Why not? When I go shoe shopping, I have so many options for sneakers that I spend awhile looking at all of the choices.	Why? When I go shoe shopping, I have so many options for sneakers that I spend awhile looking at all of the choices.	That’s my problem. I don’t have a lot of options.	0.06299662956824692
2871	not	Hey, Taxi. Over here!__eou__Did you call for a car service__eou__Yes, are you engaged	Not at the moment. Where would you like me to take you	At the moment. Where would you like me to take you	I am going to the airport, and I have to catch the 930 flight to New York.	0.12510841850761834
2879	not	I wonder if you can help me. I'm looking for a room.__eou__Yes. I've got a small room.__eou__How much is it?	200 Yuan a week, but smoking is not allowed.	200 Yuan a week, but smoking is allowed.	OK.Can I see the room now?	0.08311780212480402
2889	not	I need to find a new place to live.__eou__Yeah? Why? Don’t you like living with me?	Oh, it’s not you. I just want my own place.	Oh, it’s you. I just want my own place.	Well, check the newspaper.	0.20635720851272832
