id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context
3959	just	Where's Mrs. Johnson?	Just call her Lisa, Mary. She's cooking dinner.	Call her Lisa, Mary. She's cooking dinner.	I see. Can I sit down?	-47.383575439453125	-48.089141845703125	-2.9614734649658203	-3.2059427897135415	16	15	-20.318204879760742	-19.921605110168457	-1.6931837399800618	-1.6601337591807048	12	12	-106.98098945617676	-107.34073734283447	-2.815289196215178	-2.9011010092657967	38	37	True
3966	just	Daniel, would you like to have a look at my dorm?__eou__Of course, I'd like to.	It is a small room, just for 4 people.	It is a small room, for 4 people.	What is in it?	-28.33055305480957	-27.24315071105957	-1.7706595659255981	-1.8162100474039713	16	15	-12.75375747680664	-12.76270341873169	-1.4170841640896268	-1.4180781576368544	9	9	-113.22145080566406	-112.14299440383911	-2.0966935334382235	-2.115905554789417	54	53	True
3975	just	Excuse me, Miss.__eou__Yes. May I help you?	I'm a graduate student here in mathematics. I've just come from China and I've never used a western library before. I'll be here for five years, so I'd like to learn to use the library as efficiently as possible. I wonder if someone might have time to show me around.	I'm a graduate student here in mathematics. I've come from China and I've never used a western library before. I'll be here for five years, so I'd like to learn to use the library as efficiently as possible. I wonder if someone might have time to show me around.	I'd be very glad to show you around, but I'm very busy right now.Could you come back about 3,30?	-124.58668422698975	-126.3130292892456	-1.9466669410467148	-2.0049687188769143	64	63	-51.29446077346802	-51.60368990898132	-1.6029518991708755	-1.6126153096556664	32	32	-219.6398310661316	-221.67714476585388	-1.87726351338574	-1.911009868671154	117	116	True
3976	just	Can I help you?__eou__Yes. I'd like to borrow these books.	Just a second. I'll see if I can find them for you.	A second. I'll see if I can find them for you.	Thanks.	-19.616626739501953	-29.485898971557617	-1.0324540389211554	-1.6381054984198675	19	18	-3.5658321380615234	-3.6858930587768555	-0.5943053563435873	-0.6143155097961426	6	6	-72.37345695495605	-82.36279010772705	-1.5077803532282512	-1.7523997895261074	48	47	True
3988	just	What book is that?	I just bought a new atlas. I’m looking this map of the world. Look at Russia! That’s a vast country.	I bought a new atlas. I’m looking this map of the world. Look at Russia! That’s a vast country.	Canada, china, and the use are huge too.	-75.10615730285645	-73.23457527160645	-2.5035385767618816	-2.5253301817795326	30	29	-44.401777267456055	-45.31303405761719	-2.9601184844970705	-3.020868937174479	15	15	-153.1904296875	-152.23010444641113	-2.8368598090277777	-2.872266121630399	54	53	True
3994	just	Good morning. Is this where I can get a library card issued to me?	No problem, we have a short form right here; just hand it to me when you are done.	No problem, we have a short form right here; hand it to me when you are done.	I'm done.	-54.77065086364746	-55.20210838317871	-2.1908260345458985	-2.300087849299113	25	24	-10.81219482421875	-10.5567626953125	-1.3515243530273438	-1.3195953369140625	8	8	-129.84337425231934	-130.01939964294434	-2.4498749858928175	-2.500373070056622	53	52	True
4012	just	Are you ok, Chuck? You look pale.	I'm fine, Katherine. I just stayed up late last night working on my Chinese.	I'm fine, Katherine. I stayed up late last night working on my Chinese.	Oh, poor you. You know what? I found a new way to learn Chinese and it works very well.	-45.01653861999512	-44.41238784790039	-2.046206300908869	-2.1148756118047807	22	21	-47.26805877685547	-47.44801616668701	-1.7506688435872395	-1.757333932099519	27	27	-141.31467247009277	-140.90576648712158	-2.243090039207822	-2.27267365301809	63	62	True
4038	just	Let's have some lunch; do you know of a great restaurant somewhere?__eou__Yes, I'm hungry. What types of food sound good?	Maybe just a quick sandwich, salad, or something.	Maybe a quick sandwich, salad, or something.	I have a great idea of where you might like to go.	-29.405675888061523	-28.424718856811523	-1.960378392537435	-2.030337061200823	15	14	-27.14392924308777	-27.16216802597046	-1.5967017201816334	-1.5977745897629683	17	17	-159.34705424308777	-158.39190435409546	-2.343339032986585	-2.364058273941723	68	67	True
4044	just	I was wondering if you could help me to get a library card.	Of course, just fill out this form and let me know when you are finished.	Of course, fill out this form and let me know when you are finished.	I'm finished.	-23.00633430480957	-24.95311164855957	-1.0955397288004558	-1.2476555824279785	21	20	-8.322368621826172	-7.531953811645508	-1.0402960777282715	-0.9414942264556885	8	8	-82.29672050476074	-83.45308303833008	-1.7509940532927817	-1.8141974573550017	47	46	True
4083	just	Excuse me, Professor. I think there might be an error in my test score.__eou__Sure. Do you think that the total is wrong or that you got something marked wrong that should have been marked right?__eou__I think that the percentage is incorrect.	Let's just go over all of it to double-check.	Let's go over all of it to double-check.	Sure, let's do it.	-29.341341257095337	-27.27102828025818	-1.8338338285684586	-1.818068552017212	16	15	-14.44581651687622	-14.760742664337158	-1.3132560469887473	-1.3418856967579236	11	11	-171.69194507598877	-169.9219102859497	-1.9291229783818964	-1.9309307987039739	89	88	True
4087	just	What do you base our grades on?__eou__All of your coursework is important, including everything from attendance and homework to all of your test results for the semester.__eou__Does the final count the most?	All of it is important; please just do your best at all times.	All of it is important; please do your best at all times.	How do you total our scores?	-38.61318349838257	-34.43435049057007	-2.0322728157043457	-1.913019471698337	19	18	-21.566205978393555	-21.55671215057373	-1.9605641798539595	-1.9597011045976118	11	11	-192.33981609344482	-188.16607666015625	-2.4042477011680603	-2.3818490716475473	80	79	True
4122	just	how did you do on your BELTS exam?__eou__fantastic! I got an overall score of eight.__eou__that's excellent! Have you received your conditional offers yet?	Yes. I'm just waiting until I officially get admitted to the university with a conditional offer to apply for my visa.	Yes. I'm waiting until I officially get admitted to the university with a conditional offer to apply for my visa.	do you know where the visa office is?	-54.07878637313843	-53.55327367782593	-1.9313852276120866	-1.9834545806602195	28	27	-18.207788467407227	-18.46282958984375	-1.400599112877479	-1.4202176607572115	13	13	-189.11309385299683	-188.81039571762085	-2.2248599276823158	-2.247742806162153	85	84	True
4126	just	You look hot and tired. Jack, have you been exercising?	Yes. We just had a basketball match with Class Two.	Yes. We had a basketball match with Class Two.	Who won?	-39.889102935791016	-37.885684967041016	-2.4930689334869385	-2.525712331136068	16	15	-7.072780609130859	-7.010163307189941	-1.010397229875837	-1.0014519010271346	7	7	-107.59145736694336	-105.49221897125244	-2.689786434173584	-2.7049286915705752	40	39	True
4132	just	Hi.Ed, what's up?__eou__Nothing.__eou__Doesn't look like it to me.	Just get out of my face!	Get out of my face!	Woo, easy.	-18.662248134613037	-13.339738368988037	-1.6965680122375488	-1.3339738368988037	11	10	-19.036141395568848	-18.996305465698242	-2.379517674446106	-2.3745381832122803	8	8	-106.12692832946777	-100.76458263397217	-2.2109776735305786	-2.1439272900845143	48	47	True
4134	just	Jenny, you look terrible. What's eating you?__eou__Don't brother me!	Hey, Chillon, I'm just trying to help.	Hey, Chillon, I'm trying to help.	Sorry, Sally, it's not your fault.	-36.32363033294678	-37.45448970794678	-2.2702268958091736	-2.4969659805297852	16	15	-23.290358066558838	-23.272359132766724	-1.6635970047542028	-1.6623113666261946	14	14	-137.4080138206482	-138.52087426185608	-2.544592848530522	-2.613601401167096	54	53	True
4145	just	hello! How are you today?	Hi. I’m feeling very nervous. I just had a test and I’m not sure how well or how badly I did.	Hi. I’m feeling very nervous. I had a test and I’m not sure how well or how badly I did.	it’s not use worrying about it now. you’Ve done test and you can’t change any of your answers.	-51.098148345947266	-51.955509185791016	-1.7032716115315756	-1.7915692822686557	30	29	-72.98084545135498	-72.55923366546631	-2.606458766119821	-2.5914012023380826	28	28	-165.3153600692749	-165.74128246307373	-2.3958747836126797	-2.4373718009275547	69	68	True
4148	just	What are you doing?	I’m just looking at this map of the world. I’m preparing for a geography class.	I’m looking at this map of the world. I’m preparing for a geography class.	There are no countries marked on the map.	-41.78517150878906	-39.70309829711914	-1.8167465873386548	-1.8046862862326882	23	22	-20.085674285888672	-20.45253276824951	-1.5450518681452825	-1.5732717514038086	13	13	-88.15852355957031	-86.44286251068115	-1.9590783013237847	-1.9646105116063899	45	44	True
4154	just	What are you reading about in that science magazine?	There are several interesting articles on recent scientific breakthroughs. I just finished reading one about cloning.	There are several interesting articles on recent scientific breakthroughs. I finished reading one about cloning.	I’m not sure I like the idea of that. I don’t want people copying me or other people. It could be very confusing.	-44.35235404968262	-48.13067436218262	-1.9283632195514182	-2.1877579255537554	23	22	-57.87214756011963	-58.32331657409668	-1.8085046112537384	-1.8226036429405212	32	32	-151.57654285430908	-155.79821968078613	-2.1967614906421606	-2.2911502894233253	69	68	True
4171	just	I work so hard that I do not have the energy to exercise.	That is just an excuse.You can always find some time to exercise.	That is an excuse.You can always find some time to exercise.	But I work hard all the time for long hours. Often I have no time for lunch. Yet, I am still getting fatter.	-27.368080139160156	-29.019508361816406	-1.5204488966200087	-1.7070299036362593	18	17	-71.65412139892578	-71.90921783447266	-2.2391912937164307	-2.2471630573272705	32	32	-152.25722885131836	-154.13979721069336	-2.239076894872329	-2.300593988219304	68	67	True
4220	just	Tom, is Jenny crying?__eou__Can you take he away from me?	I’m just coming for that.	I’m coming for that.	She kept on bothering me.	-25.894638061523438	-23.413192749023438	-2.3540580055930396	-2.341319274902344	11	10	-22.177592277526855	-22.279699325561523	-2.2177592277526856	-2.227969932556152	10	10	-128.52705097198486	-126.15064239501953	-2.9890011853949967	-3.0035867236909413	43	42	True
4251	just	Ah! No! Damn it!__eou__It's a blackout. Now I can't see Seinfeld.	So what? I just lost one hour's worth of work.	So what? I lost one hour's worth of work.	Really? How could you do that? Don't you save every couple minutes?	-34.94401168823242	-35.35848617553711	-2.0555300993077896	-2.2099053859710693	17	16	-38.10829734802246	-38.96897506713867	-1.905414867401123	-1.9484487533569337	20	20	-166.91389274597168	-168.19671440124512	-2.5679060422457183	-2.628073662519455	65	64	True
4262	just	Hey, Cindy, I'm so sorry about yesterday. I shouldn't have yelled at you in front of everyone.__eou__Don't worry about it.	I don't know what happened to me. I just lost it.	I don't know what happened to me. I lost it.	I think you just need to get more sleep.	-16.489683151245117	-19.238706588745117	-0.9160935084025065	-1.13168862286736	18	17	-16.977234959602356	-17.2793949842453	-1.2126596399715968	-1.2342424988746643	14	14	-103.56045114994049	-106.60235726833344	-1.500876103622326	-1.5676817245343153	69	68	True
4290	just	Hello, Dora, I haven't seen you for a long time. Where have you been?__eou__I didn’t go anywhere. I stayed at home.__eou__What's up? You look unhappy.	Nothing. I just feel very lonely in this city. I miss my family.	Nothing. I feel very lonely in this city. I miss my family.	Oh, I know. Sometimes I have the same feeling with you. But you'd better not be so emotional.	-31.162595748901367	-29.886106491088867	-1.5581297874450684	-1.5729529732152034	20	19	-47.00022029876709	-47.71431493759155	-1.7407488999543366	-1.7671968495404278	27	27	-169.32847499847412	-168.79122686386108	-1.727841581617083	-1.7401157408645473	98	97	True
